CE_train_l,CE_train_a,CE_test_l,CE_test_a,L1_train_l,L1_train_a,L1_test_l,L1_test_a,Focal_2_train_l,Focal_2_train_a,Focal_2_test_l,Focal_2_test_a,Focal_05_train_l,Focal_05_train_a,Focal_05_test_l,Focal_05_test_a
1.530313602294922,0.44210000000000005,1.4350938095092773,0.4857,0.1023933931350708,0.10370000000000001,0.1028883617401123,0.1027,0.24257656593322754,0.46312000000000003,0.22563360977172853,0.4974,0.29456372428894045,0.5197200000000001,0.28297579593658445,0.55
1.5010725808715821,0.45384,1.4449473709106446,0.4852,0.10247914287567139,0.10628000000000001,0.10326803855895995,0.10200000000000001,0.2397031575393677,0.47186000000000006,0.22325619564056395,0.5029,0.29124946128845214,0.52354,0.2739599069595337,0.5608000000000001
1.5004528637695314,0.45794,1.438667448425293,0.4824,0.1026336713218689,0.10598,0.10366749372482299,0.10210000000000001,0.24026287769317628,0.46898000000000006,0.22119360752105713,0.5069,0.2919213456726074,0.52392,0.27204651298522947,0.5662
1.4891642489624024,0.46104000000000006,1.3866979614257813,0.5058,0.10262502029418945,0.10412,0.10288186330795288,0.1017,0.23809725330352782,0.47172000000000003,0.22295110397338866,0.4998,0.28989852752685547,0.5262600000000001,0.27362380390167235,0.5584
1.47025025390625,0.47236000000000006,1.4021689056396485,0.5042,0.1025094213104248,0.10252000000000001,0.10380485277175903,0.1028,0.23641838008880614,0.4767,0.2186594955444336,0.5154,0.28901880058288576,0.5291,0.2742944633483887,0.5575
1.4268973364257813,0.48572000000000004,1.3716315689086913,0.5102,0.10131088277816773,0.10394,0.10307447605133056,0.1038,0.2320870381164551,0.48422000000000004,0.21716014862060548,0.517,0.28409279251098635,0.53296,0.2705431251525879,0.5657
1.4158208276367188,0.49248000000000003,1.3321467041015624,0.5245000000000001,0.10126365190505981,0.10738,0.10226399612426758,0.1023,0.23042182540893555,0.48894000000000004,0.21705233631134033,0.5181,0.2834539567565918,0.53834,0.26959027805328367,0.5686
1.4201610620117187,0.49132000000000003,1.3306975158691405,0.5267000000000001,0.10126592994689941,0.10564000000000001,0.10227633676528931,0.1033,0.23033933292388917,0.48802000000000006,0.21745115756988526,0.5135000000000001,0.28352533195495605,0.5368,0.2670659833908081,0.5726
1.402903680419922,0.49794000000000005,1.324338768005371,0.5355,0.1012501870918274,0.10640000000000001,0.1023250062942505,0.10260000000000001,0.2301443241882324,0.48780000000000007,0.21326563854217528,0.5222,0.2826369191360474,0.5393,0.26869887180328367,0.5714
1.409413822631836,0.49576000000000003,1.3269379074096679,0.5266000000000001,0.101310631275177,0.10212,0.10195489406585694,0.1028,0.22873254474639892,0.49110000000000004,0.21287944869995118,0.5219,0.28194962417602537,0.5393800000000001,0.2648177801132202,0.5770000000000001
1.3740572778320312,0.50932,1.2982218841552735,0.5377000000000001,0.1007342724609375,0.10532000000000001,0.10159950685501098,0.1043,0.22701395286560058,0.49388000000000004,0.21353008861541747,0.5235000000000001,0.27873302337646483,0.5471,0.26406047763824464,0.5783
1.369156488342285,0.5127400000000001,1.3132537063598633,0.5354,0.10068555723190308,0.10392000000000001,0.10178672275543213,0.1038,0.22670650356292724,0.49556000000000006,0.21230948925018311,0.5264,0.2785427183914185,0.5452600000000001,0.2630705671310425,0.5802
1.3675613851928712,0.51124,1.2982842056274415,0.5432,0.1006698627090454,0.10278000000000001,0.10187802362442017,0.1028,0.22549688247680663,0.49546000000000007,0.21177628383636474,0.5266000000000001,0.27797358268737793,0.54612,0.2621191162109375,0.5828
1.3655846188354492,0.5129,1.2984614166259765,0.5387000000000001,0.10070814859390259,0.10508,0.10174775247573853,0.1043,0.2251106653213501,0.49732000000000004,0.2133123338699341,0.5232,0.2786383466720581,0.54532,0.26302413578033446,0.5809000000000001
1.3574416940307616,0.51298,1.27992530670166,0.5476,0.10069775764465332,0.10616,0.10162154808044434,0.1004,0.22595596260070802,0.49764,0.21047179203033448,0.5322,0.27912022842407225,0.5447200000000001,0.26179824409484864,0.5827
1.3396814556884766,0.5210600000000001,1.2774322341918944,0.5505,0.10038922777175903,0.10286000000000001,0.10140484104156494,0.1027,0.22267383777618407,0.50082,0.21014346389770508,0.5308,0.2755792278289795,0.55052,0.2604658910751343,0.5869
1.3397238961791993,0.51888,1.2840963104248047,0.546,0.10039585096359253,0.10388000000000001,0.10142177505493163,0.1033,0.22340273448944092,0.49996,0.20934615879058838,0.5351,0.2751896838378906,0.5503600000000001,0.260741300201416,0.5853
1.3411059405517578,0.5208,1.2663327026367188,0.5532,0.10038708471298217,0.10438000000000001,0.10150208854675292,0.1023,0.22292952934265137,0.50094,0.2096725175857544,0.5314,0.27680903827667236,0.54984,0.260594429397583,0.5841000000000001
1.3346052566528321,0.5233,1.2664854721069336,0.5514,0.1003837419128418,0.10350000000000001,0.10149307346343994,0.1029,0.22397975170135498,0.50104,0.20934266204833984,0.5308,0.276886646194458,0.5477200000000001,0.26041698722839357,0.5842
1.32971327545166,0.52498,1.2615479423522948,0.5573,0.10037380794525147,0.10458,0.10148344011306763,0.10260000000000001,0.22248929927825928,0.5019,0.2086764368057251,0.535,0.27539981323242185,0.5513800000000001,0.2599396324157715,0.5855
1.3277257974243164,0.52478,1.262244139099121,0.5553,0.10025046886444092,0.10522000000000001,0.10124084491729736,0.1033,0.22267744331359862,0.50104,0.20844113941192627,0.5368,0.27531071269989016,0.5523800000000001,0.2602954011917114,0.5862
1.3247647225952148,0.5268200000000001,1.2591698272705079,0.5556,0.10025035856246949,0.10248,0.10124829006195069,0.1032,0.2221096618270874,0.5038400000000001,0.20873209762573242,0.5328,0.27474800678253175,0.55318,0.2601258123397827,0.5880000000000001
1.3221408114624023,0.5272600000000001,1.2560816680908202,0.5595,0.10024966485977173,0.10266000000000002,0.10130362920761109,0.1032,0.22222940547943115,0.5027400000000001,0.20859307651519776,0.534,0.2740273857498169,0.5570200000000001,0.2592908588409424,0.5886
1.3237653915405274,0.5266000000000001,1.2522816070556642,0.5621,0.10024464916229248,0.10514000000000001,0.10127244882583618,0.1033,0.2217595127105713,0.5056200000000001,0.20862491569519043,0.5321,0.2742549072265625,0.55174,0.25911604557037354,0.5885
1.3200343432617188,0.53102,1.2525753677368163,0.561,0.10024306510925293,0.10326,0.10120590906143188,0.1024,0.22182207023620606,0.5020600000000001,0.2082527530670166,0.5348,0.2730121054840088,0.5559400000000001,0.25904580688476564,0.5873
1.3107078094482423,0.53158,1.2521142288208007,0.5604,0.10017350742340088,0.10558000000000001,0.10119033832550049,0.10010000000000001,0.2218766439819336,0.5029600000000001,0.20795888061523438,0.5371,0.2732874778747559,0.55252,0.25877529067993166,0.5905
1.3132491793823242,0.53152,1.248803254699707,0.5602,0.10016803052902222,0.10452,0.10120380716323853,0.1033,0.22160771213531494,0.5040600000000001,0.207931404876709,0.5351,0.27379827785491945,0.55422,0.25868038597106935,0.5888
1.3093125253295899,0.53268,1.2521692947387695,0.5598000000000001,0.1001720385169983,0.10344,0.10120954504013062,0.1028,0.2212193170928955,0.5029800000000001,0.20820007305145263,0.5348,0.27366842918395995,0.5551400000000001,0.25840497817993163,0.5903
1.3114627014160156,0.53242,1.2456457626342774,0.5608000000000001,0.10017785682678222,0.10432000000000001,0.10119987955093383,0.1028,0.22229466228485106,0.5051800000000001,0.20772614707946777,0.5344,0.2742275730895996,0.5533600000000001,0.25846212043762207,0.5899
1.3116424884033202,0.53402,1.2430167556762695,0.5636,0.10016742853164673,0.10198000000000002,0.10120277347564698,0.10310000000000001,0.22156008743286132,0.5050600000000001,0.20793173999786377,0.5348,0.27359898231506347,0.55442,0.2586064836502075,0.5865
1.3094116656494141,0.5364000000000001,1.2436770080566406,0.5607,0.10013615655899048,0.10692000000000002,0.10115259323120117,0.1034,0.22173701526641845,0.50432,0.207770658493042,0.535,0.27250138008117675,0.5566800000000001,0.2582707508087158,0.5891000000000001
1.3044574618530274,0.5345000000000001,1.248393553161621,0.5606,0.10013574068069458,0.10644,0.10115210657119751,0.1027,0.2205926916885376,0.50504,0.2079479513168335,0.5354,0.27369969291687013,0.55132,0.25854339904785156,0.5887
1.3035467111206054,0.53668,1.2467007888793946,0.5608000000000001,0.10013571598052978,0.1053,0.10116574993133545,0.1028,0.22101463684082032,0.50358,0.20782776775360107,0.5343,0.27347580574035646,0.55264,0.258346400642395,0.5888
1.309419471435547,0.5345000000000001,1.243266813659668,0.5625,0.1001368092918396,0.10546000000000001,0.10115450286865234,0.1056,0.2212498359298706,0.5064200000000001,0.20774591388702393,0.5346000000000001,0.27389589138031006,0.5555,0.25845319023132324,0.5875
1.3080570458984375,0.53458,1.2445381423950195,0.5615,0.10013715091705322,0.10324000000000001,0.1011524224281311,0.10010000000000001,0.22147709609985353,0.5042800000000001,0.20772294692993165,0.5363,0.27367857879638674,0.55618,0.2585408432006836,0.5879
1.306161847229004,0.5368,1.2412095138549806,0.5637,0.10011577449798584,0.10672000000000001,0.10114366884231567,0.1003,0.22117578857421874,0.50644,0.20772903995513917,0.5364,0.27384508586883544,0.55528,0.2583424488067627,0.5894
1.3076024673461915,0.53376,1.2411989196777344,0.5636,0.1001176858329773,0.10448,0.10113682861328124,0.1047,0.22068544620513916,0.50702,0.20762386226654053,0.5354,0.2740497187042236,0.5533800000000001,0.2584048313140869,0.5878
1.3047203240966796,0.5358400000000001,1.2417673477172853,0.5625,0.10012008199691773,0.10554000000000001,0.10114339647293091,0.1038,0.22070641593933105,0.50712,0.20758144702911377,0.5355,0.2732186295318603,0.5540400000000001,0.258275549697876,0.5888
1.3067369049072266,0.53512,1.2405702377319336,0.5638000000000001,0.10011743726730346,0.10752,0.10113233699798584,0.1032,0.22157879783630371,0.5047200000000001,0.20767529067993165,0.5356000000000001,0.27303061069488527,0.55576,0.2582009265899658,0.5898
1.307465919494629,0.53278,1.2402839141845703,0.5641,0.10011882299423218,0.10592000000000001,0.10114393444061279,0.10300000000000001,0.22090409420013427,0.5034000000000001,0.20770926532745362,0.5361,0.27311959579467776,0.55472,0.25826656665802,0.5888
